src,dst
149795,166802
9443,194511
195627,86657
110310,185580
83971,69565
61419,24039
76502,124984
853,48663
85454,189354
63224,151430
980,182453
122231,185038
144243,51692
37551,150885
104432,32814
184559,158990
11060,3023
157206,36479
164940,194494
86970,212646
122722,61798
69825,48747
218670,146374
105005,93777
30535,73492
28844,135979
28105,137971
8124,93322
114451,141532
195954,114138
87639,122192
140377,42224
86419,70913
67619,85720
45605,4900
198918,57408
31832,7995
54833,138213
179018,29891
194411,72272
131216,76276
19816,104465
50556,96499
52311,168510
152053,53701
59369,211734
135202,141495
173488,70349
60872,91675
194002,128530
201239,86363
115241,113314
20676,215016
79177,49545
34969,92961
177084,34969
33956,210472
40105,59347
158216,90282
153300,137029
137230,49545
182349,24713
87122,219250
145157,84839
204280,73160
30337,127698
122498,61193
36202,147201
70209,113613
197659,25319
197659,186683
61936,121759
184490,151287
163144,201920
178330,47012
145322,145407
206837,100382
98338,94784
201449,104758
32738,12307
18140,24778
80530,105132
38452,139615
205660,112797
202373,161277
117793,209741
35381,82266
192291,69565
78587,169408
194685,89378
205919,30966
218552,89515
137252,157921
57559,23944
100660,91222
129816,44850
210454,109516
160584,128546
204829,25705
210167,28884
133321,196085
70060,6160
117861,43364
143609,125632
16071,140164
193707,217234
32738,12307
44146,75904
70336,26024
122995,35675
90598,67950
12756,169065
117129,34126
194859,9936
40994,76721
122315,55423
125810,73583
9707,198718
216669,108317
16595,40508
55619,190228
116163,212243
54440,118362
200886,3336
141145,4145
7244,23806
195954,68401
178935,11820
40291,11697
191670,88134
217337,197364
145619,197364
164565,207066
205868,33404
210303,4829
141335,76067
123976,8690
201132,117887
123232,94721
33006,140681
94649,205748
153208,162630
106631,78774
24297,148700
93743,113459
216954,18427
199497,58335
72545,160317
152136,182052
123976,136801
7981,57286
46167,14841
129815,97400
107778,217567
1837,140721
108304,205526
219256,148345
129279,99706
127959,46272
166324,70913
219256,6095
219256,6095
63515,173982
57639,5299
23973,156158
184981,119394
167935,704
70500,36112
128024,92995
139946,40309
139718,41496
158379,93646
8378,57943
174195,157006
3712,30717
28208,212558
212116,83973
170576,83187
165417,123379
56170,87781
11378,219110
121984,97434
185165,205853
67245,56951
191596,143488
129368,79613
209674,105648
143488,86349
193063,68640
164125,137089
152371,8140
203641,97707
73215,60723
149090,5454
74066,190880
204334,14891
66315,184562
81922,50509
168672,154499
192554,187643
191586,160036
174192,49678
63359,149534
176278,44342
179185,185792
185792,96738
42635,39307
71765,107851
169928,38624
78595,107462
180967,196924
171601,108766
58691,27381
153419,187960
154506,183540
49874,162485
9026,12122
116875,68938
36319,70457
108702,8206
82932,106988
108176,184301
84412,168276
27214,41487
147320,112084
180359,109239
37667,10240
130478,138070
210468,162870
23427,81794
93829,32622
177694,104335
167744,203438
175910,27634
66027,180530
93829,32622
151243,165402
121383,193040
63635,140805
72803,31599
183686,52152
170722,129867
149703,27959
73414,168868
94696,192879
52473,73272
201920,180269
102214,35407
139901,181980
44962,39892
63426,113663
113822,40854
187436,4025
18755,190856
70373,13514
25957,134825
54018,109460
122229,197591
212760,40537
87079,94138
7756,9148
89897,3916
183562,60645
61546,139980
148345,78587
187916,75237
106075,59599
68401,85213
24085,97192
43561,21210
28466,46937
184842,36001
196560,94617
91020,212983
130025,88134
31712,152723
76508,130025
88875,196066
52023,208532
75322,15486
46574,175508
14844,105034
183060,1837
201286,107737
182764,185165
90652,74100
113774,51719
213109,12800
34769,192864
79803,177529
112302,3421
11353,153530
175809,13141
206672,33502
210588,57843
92508,51924
57766,154556
74883,114990
129197,79060
13151,178512
192125,20358
19721,49225
219039,129187
2082,128487
36977,15221
135959,210352
87491,73675
81771,15501
70573,79189
100972,15706
37593,121589
122745,108302
34969,6848
31225,107777
32578,26159
100373,94077
202374,165407
15838,75784
53191,8003
49617,89006
1274,182484
58954,34969
37119,209222
109520,145312
61821,20676
192526,37575
72969,109987
17467,108190
201097,139864
125611,88519
45052,41940
129925,60872
128163,137233
7674,66575
87424,31065
42874,141202
52921,138181
204363,161311
23539,42363
204479,110876
148218,67113
206102,99142
177527,165137
162495,71319
17578,101166
5083,128342
187194,14717
59267,115329
47162,29957
176208,117855
123152,133982
158814,38453
112950,112158
96834,208586
203897,65994
48059,31317
157289,7647
187340,70521
117392,207170
75939,118737
37930,168076
204382,181483
51774,116744
34653,54440
82672,177588
191078,25069
97233,193920
82574,73160
213444,154460
38202,83620
12696,70275
59564,76204
182941,5758
13251,194059
162467,145521
183456,34280
76244,100958
197716,5806
121249,219531
36712,201627
17957,106631
179819,210156
91391,61657
69331,216108
116897,129153
167557,58789
44420,5863
127466,7674
147401,74296
19774,131196
21204,4976
91612,213132
32586,10035
154162,73119
59284,154162
175521,46556
183133,46556
170934,154587
78265,205386
81763,176568
164747,208445
91656,213850
24187,71884
24187,71884
21566,143408
83087,22224
1316,63546
106089,63546
143792,193473
193263,202387
106993,101306
78517,198590
125576,128663
178767,65322
80432,80926
172212,21805
174227,178767
79106,132752
48800,198872
124224,67962
143792,119701
168288,3972
135247,168288
164873,124053
104827,18041
65317,172212
168957,143206
84967,59250
172366,146440
146440,172366
88134,111767
170773,189242
158582,57947
183949,109028
47584,103029
48208,215699
71152,182361
40674,169408
80042,193135
145030,190544
90075,77192
117370,111082
168594,10284
136323,41047
113774,73973
160920,204204
99802,71510
35116,101470
135732,173805
148374,27664
140572,11072
72003,160237
60723,88623
107476,219050
65245,36952
165492,192458
93293,71652
100422,77072
36233,207652
157468,110052
141093,144716
124161,32380
71564,126083
213308,75899
118573,162807
152589,51612
75181,115551
74829,177400
39367,130951
138745,39542
53415,121354
17448,178128
195579,204182
184301,123186
80751,51550
23312,175304
215761,203422
631,180957
137089,214832
2216,49874
181703,69666
8524,121302
152197,123145
27167,176364
119356,86129
174931,128530
121775,89458
79103,119571
17011,65103
140124,162587
95312,80750
80750,95312
32395,125728
184257,7340
7340,184257
67192,97174
2310,116275
40264,171479
171479,40264
24122,73955
135561,78884
78884,135561
39819,196530
8115,172719
135697,40958
155878,188902
99639,118894
193917,129240
103612,80131
90570,87298
105519,21675
108249,184343
143106,215547
112351,215547
156283,58766
125346,78728
95467,116359
35621,87718
6518,24122
182484,116952
116952,182484
37667,85399
32622,93829
58788,53810
145619,147109
60314,61396
33977,34762
162812,23430
154413,38730
185192,214784
196494,112797
36684,106365
3144,4598
219256,31387
143795,207397
181750,5653
22610,40414
92523,184665
147790,219079
150866,80089
197155,131258
76209,102430
186908,112347
201161,102455
166381,214918
38202,213132
177529,79803
157914,111166
195187,170374
139601,42436
159208,106504
115661,158541
101120,125419
19767,115735
114985,162727
121775,85512
82700,44367
180445,24350
126855,178192
165137,177527
210180,204708
11305,121099
168998,181288
183892,86233
30699,159446
112579,32586
65762,126364
162400,193208
83824,22688
68738,64416
81046,156292
216931,172366
23014,124224
19435,155700
113670,22779
208541,96872
125660,24521
148030,122224
14569,165176
207170,117392
144996,80921
65646,11510
190544,138981
191590,11784
66762,40157
126724,173775
142113,149784
59030,114266
120838,146854
153614,19397
46560,154429
208617,210322
170597,15463
162951,170597
101360,154894
75939,19819
201286,107737
113404,36479
216152,75557
97017,216257
111194,5425
164566,109803
46096,56051
170943,177848
210131,123893
81958,206678
34541,77772
66027,18442
49341,19973
71152,51717
1334,84988
64913,201592
174595,51362
145055,42017
80265,137204
55979,182753
168539,122395
69075,64149
157275,171893
71619,165855
198768,90776
78390,195385
97611,147346
180515,36977
115329,59267
41940,51726
73031,38550
210352,208925
39840,85706
116516,173973
41839,199934
66107,45341
131642,16544
57969,209218
125612,90772
53656,1885
87437,7997
19489,53964
73163,82702
206560,155102
6148,134146
189784,205260
116875,209840
190845,108099
31071,173488
56785,6160
160469,23014
172547,27615
113263,155274
78034,75908
23733,163484
122274,52116
91269,196359
42960,70221
73492,91391
70171,216383
85872,62056
77164,24057
71221,21012
207517,86089
188813,54607
146995,80467
102247,161319
23014,124224
140216,64401
143470,72996
50387,161006
135326,107632
46574,213450
10497,96780
40677,206560
206560,93730
153485,12337
152135,2121
150798,177967
143792,193473
134767,66089
177076,169163
145503,186475
208610,145503
109851,202373
1296,208463
36567,180717
146760,202373
16101,59413
67126,2017
133062,130392
213672,29987
213672,29987
194845,4634
194845,4634
202516,163411
10317,118908
166105,132982
85543,117707
63370,762
117392,172212
4047,102652
184981,119394
139718,78846
173775,187339
31800,146411
121702,166082
79383,139144
67071,132091
147013,182269
210156,2017
208463,49191
149969,70500
215849,117951
195138,7833
205840,86726
194845,4634
6509,143242
53587,13353
9480,96362
119646,215272
140370,182488
113036,57760
167141,95904
123934,79498
105396,62366
164933,17857
121129,82066
20202,46147
171819,62229
124102,155823
129983,210462
69686,11159
62957,96733
83191,181323
157439,85578
160627,197157
130127,199982
120683,71305
105188,99501
112112,73814
64981,65847
200640,63047
21533,87040
141386,66469
105268,54835
159602,170469
152371,176191
60000,93297
81922,50509
45782,101151
136827,112457
5532,114643
69503,39307
114111,172618
209987,13747
39264,78665
112739,163351
35998,12388
163351,112739
24272,24177
101413,182484
197717,69640
26309,109470
204637,12050
21673,48144
50509,81922
164111,176848
28890,120771
12708,162737
183124,140792
50509,81922
111926,22005
82360,204564
197082,83680
147607,12915
94651,108766
134576,76861
136379,79785
197678,197809
218847,179275
173600,126062
132314,108132
43104,7149
78024,159769
53415,183603
174604,148926
151582,143350
173814,123150
179911,111000
182199,183246
80131,103612
161737,133197
15697,154859
135697,73955
130675,81739
64108,39840
101519,216615
64108,39840
186737,104466
20518,200252
110704,92580
6443,104517
38105,202205
78587,85543
96605,57947
73320,72020
135677,145476
156931,117068
117681,111931
149539,208423
176444,1047
117850,32758
6397,163540
129240,193917
44874,197050
208611,149991
31731,200886
197812,32794
190584,21110
84839,96779
151787,4711
121125,112220
142236,41556
97151,24262
137783,208456
163858,82924
82114,161267
31687,110576
28466,193641
165586,132020
187853,151775
21051,3295
62474,99173
146087,122424
86660,30801
57025,18334
152346,2786
94792,112976
93133,44497
195954,68401
206983,53925
137542,208395
182700,196753
27503,90322
161582,162951
184590,93133
201092,7911
173465,15892
79480,90417
122329,135731
63224,181862
116555,174140
174281,63658
3964,127010
67126,62025
216152,109497
123422,141774
71423,164655
96999,159751
137622,96220
56393,6766
170988,131090
125184,213566
135366,105133
62826,95394
209912,191094
20763,100738
46156,187358
105133,8870
51362,174595
210390,23101
117105,152341
201592,46127
57947,145030
164861,143687
152485,1232
43380,73492
149539,208423
48060,73414
81212,105207
1633,216400
71633,94775
155895,105207
38081,34423
200947,14782
16706,86931
189614,154982
90776,46256
100972,15706
207182,135202
202584,4732
50749,141899
102466,38779
76560,214234
143529,11459
210747,80111
185715,11670
22393,146374
135198,168775
109107,205898
145274,117953
133202,16999
89515,82404
195625,64681
67066,109357
101793,99312
144671,4732
185435,108538
73756,188942
206986,99142
215639,82959
138949,10332
103161,169697
86660,207239
23877,34531
113822,137592
186988,49270
123817,167664
35997,15501
61377,137063
57347,112171
96078,99833
88285,174187
82096,113828
47260,149703
99078,191840
103161,55057
169982,100737
174227,169727
207487,217432
36535,82924
190880,6637
101796,21210
29015,180530
124224,23014
112841,193647
205868,33404
43956,72709
6918,147699
43538,174441
129995,210304
91656,174548
99655,27660
154484,68902
43626,71349
111021,181036
191793,169954
99486,85531
169856,58415
114465,123030
85969,145398
83629,145398
8060,134625
26288,196309
27401,55340
174749,66853
142182,172860
151315,176114
73973,72020
92468,68739
50387,161006
118668,202373
199888,158148
163355,19566
196207,100095
83245,138635
98435,132312
202373,161277
153512,204952
196465,82602
16764,113651
184981,14001
186727,193191
160733,43915
161582,162951
10317,22552
216931,88281
82980,140583
111227,93349
67524,156493
100940,95708
149085,89153
89153,149085
159606,81675
107934,42177
186267,188786
44421,131417
101747,130171
74684,86089
184647,61953
28848,181980
176333,218103
124170,14528
116916,137783
111140,10468
64201,105625
137783,31819
141994,195565
45448,195705
173786,150789
172366,133062
108514,165165
140156,38
70401,25672
165632,194789
169875,136029
160733,18933
121775,70825
154661,107924
89152,129983
164123,26706
31731,186098
69652,97134
103041,149090
57712,67583
10825,157530
86498,119051
51910,30177
129127,105564
157530,207596
123979,175813
116875,180541
149731,13362
213987,45953
111941,206564
202393,117354
117237,69094
158732,9525
164133,87198
79321,149630
113710,9389
49149,17918
36319,10157
56951,159337
53136,217210
206030,58170
631,184301
94432,123979
126773,75779
100422,36233
197861,185911
147607,67192
21110,162247
204182,195579
181703,69666
204265,209515
78585,117873
110034,187847
94084,25102
169917,70177
28772,90165
17873,164352
99653,36001
189312,13458
66091,77959
78024,159769
107133,169346
177632,130750
30630,39070
115576,156283
80845,86924
37667,4367
182084,98931
131629,151737
20518,17322
80420,184773
199080,134557
19973,184790
4886,122315
99089,91692
213616,160354
94387,155264
108910,162400
147320,174187
15731,166839
217255,159482
20302,85077
89047,26437
92910,146569
19152,17729
196544,91552
77918,14000
134466,20414
110792,115789
133172,181510
158952,81668
216128,189133
164849,153895
28884,61419
25319,180314
45617,7539
88823,11803
81294,58870
11364,109560
190923,56788
147587,215506
48749,63129
135193,123186
138745,20091
169679,122387
134822,212880
19171,112117
141488,15637
157006,174195
89565,162252
162704,120519
21166,168868
203380,217709
72058,5653
64599,58741
51764,20682
80557,13506
117951,176257
10441,107217
21446,174208
12050,157922
93501,71066
55279,60384
105564,30596
26064,62481
145815,190690
30928,103245
207219,103245
217173,23757
178896,96904
65632,151986
206769,134566
196272,88767
190534,193001
111872,191473
205646,138159
216954,150582
126290,6766
6766,168288
41556,72676
146861,145782
202488,163560
110979,138257
194368,123129
73414,149539
174100,25277
125223,57427
146374,84124
57427,4561
19595,72960
111029,82215
107896,72301
67944,28063
175672,68401
163705,71585
1232,210067
149539,208423
27507,107213
13895,27507
204890,55936
201494,196719
44723,87936
167485,74691
62699,112680
142346,217604
5638,4367
75967,127436
146306,31871
216276,131457
208484,103612
35752,13370
63033,118341
55979,101413
10098,164032
214623,28706
146746,63177
26856,76688
26832,65185
34103,188831
182455,50322
34969,6848
109542,83087
87278,214245
218116,85706
36211,47117
132734,122315
40448,17557
84159,196083
107440,197841
90113,66357
162341,162067
202122,2212
88767,75836
98190,216914
193389,43653
160552,204479
52670,44155
68739,143603
142314,133500
150,53213
163416,133062
142818,1408
115085,148104
6160,107856
166061,13822
125670,13251
196085,133321
28444,191064
177633,216108
216108,58920
31088,18836
122446,65408
133145,84627
70336,26024
84627,10874
120088,7481
112976,128227
178373,209928
7244,23806
31439,164707
37765,21051
174724,207828
117498,141515
119145,97072
174208,73147
193565,111654
214433,175765
31065,151901
147413,139986
157168,25117
157168,167900
167993,135641
41177,119827
172174,205748
31088,145868
31789,15501
107217,102691
66187,8486
73119,163896
111654,158168
137295,8441
31695,70606
153512,50387
121498,150743
185471,87786
155263,146164
50518,202373
133642,13908
6372,136248
96780,219256
2681,150289
87465,32502
187091,158295
61936,169408
143792,193473
8649,107072
208417,90478
172212,33085
54888,17787
109692,140398
98764,2797
70606,203149
196559,8991
160659,92427
55700,93870
13908,2017
146440,115503
21189,121635
155775,182483
130607,21377
16440,139202
33928,165632
185644,23973
211005,196953
48208,33832
53281,174070
64561,118838
72987,135042
101231,193188
54016,63627
125462,113189
156237,188565
148106,186824
182107,190534
31922,173775
125794,6506
37210,6135
146181,146760
205178,178302
9276,133062
121513,46257
8207,113201
136248,6372
96999,9102
144413,26066
28208,139597
43665,145837
38042,108058
133062,125605
130133,180266
99180,70606
16101,83832
31065,139124
81496,119071
163061,184301
167699,135989
13297,59910
209515,178455
153814,112116
216598,87694
118840,32664
134466,20414
18402,124102
142688,78639
17011,170290
156647,192888
169701,110122
171396,185632
44211,218741
113410,63426
90783,22826
87018,38624
53590,152677
139334,195579
33570,71568
203606,88060
173160,72059
110007,100899
156954,81922
144716,9758
21725,107054
72457,61163
175115,61938
142907,115639
69666,181703
50509,105473
44373,72331
71420,18248
129274,111690
163724,58096
87059,171819
207184,209987
163615,63059
2927,219211
88485,107802
78990,96837
97134,173499
218453,33233
212010,116565
66441,134927
78884,135561
186293,41939
41057,116848
10495,202814
127164,167287
50952,44072
151582,138070
16999,86924
208484,138070
84315,130750
84315,172719
59267,13458
49832,144527
93914,196560
113832,202974
113832,202974
27634,107694
145507,73012
132761,54869
4153,58975
174604,148926
81204,52670
89152,81713
160528,60579
98692,150200
193354,191694
203997,194659
68365,84809
10470,19982
90817,31387
181772,200370
161267,49270
22605,87759
169933,171880
127836,166021
150534,29008
2214,151471
93311,7751
26045,142182
179018,154773
140476,177214
22224,168421
151374,35026
52075,74713
107238,218325
45244,19834
5653,188882
50111,153171
8870,60426
123407,40320
58954,118790
149828,73119
47260,149703
72058,5653
34225,36300
149078,109498
74607,88231
102430,197155
30611,31054
187708,69728
76193,117178
215046,147413
111413,178190
147233,8430
43142,196595
63712,13508
15463,157712
73492,108688
156547,70561
188676,156912
166686,3130
203215,4699
88743,194964
211955,148000
136210,8082
132565,136412
136166,19239
154731,116562
96780,19435
160845,12141
52447,10742
64153,66302
115507,156983
136543,29594
88828,54016
54016,88828
184343,108249
179018,154773
62281,33964
145870,18442
15043,218153
119099,55727
51648,111707
98081,42068
153989,15535
191178,10374
80922,196614
154611,174595
140156,38
135731,119265
197561,187091
66241,167988
218670,146374
78408,202542
83929,142508
48517,2679
21348,104748
89912,149486
185369,151893
173488,31071
154931,189978
9311,101615
81739,101624
3974,117397
158718,173000
76688,26856
208611,149991
177694,104335
152932,82630
54147,170356
203771,207022
4003,163767
13370,35752
20676,215016
20676,54688
58975,198365
192526,37575
32578,26159
135198,168775
61821,20676
109107,60664
82458,63033
65565,100413
161229,105304
108810,47162
61695,83346
101599,212295
203771,207022
130637,49545
20676,215016
200947,209785
15501,81771
53123,183060
133730,179332
167557,124184
101104,39797
145922,178969
198019,90075
185413,68716
168288,135247
56788,135126
90701,15176
115450,59910
56410,50570
106629,69403
152408,194569
15090,13251
153980,145543
202328,111484
18311,114444
116170,183485
116446,76314
25055,26567
80995,26327
80995,26327
8631,171819
161319,65881
69628,22162
103397,179406
182052,211741
50240,37424
63315,84922
99486,85531
219346,93787
209048,79307
21325,157088
89001,24335
125462,30973
31088,170562
159389,31115
138511,58040
128546,46655
181975,211193
172174,205748
71836,205748
76346,31014
108586,160354
140919,85728
159389,31115
63065,25460
79106,82637
44843,140369
2513,158567
125576,197969
188731,198278
181189,130388
102788,80717
124775,18871
14683,131526
53367,174111
122296,100491
98850,161485
161485,98850
113686,158148
117787,11568
80113,30376
55775,97053
121498,115503
49191,23973
185966,13026
185934,85365
35962,115543
63688,171202
192220,135342
30552,211901
135360,192670
109506,121514
13189,148282
145812,184741
140105,94916
11523,137508
138030,195425
113573,124286
69250,11784
121005,4147
84922,63315
115576,63315
31084,128799
131020,151152
105473,195456
203609,108939
5454,112834
17910,2683
123186,184301
22549,53415
67583,206121
79103,8524
45765,93694
95312,57660
141417,132116
300,164458
65617,39289
189669,204182
2027,175813
88081,161267
75262,134890
210809,48535
134101,210924
113663,168672
18923,76391
91795,144449
85512,191596
200338,170469
54835,83432
188366,105268
162247,100900
205658,16616
131654,146629
155457,98394
76051,198681
8524,124161
84672,22826
79690,42635
39542,50509
120349,180391
114610,215432
144771,80184
39057,18736
34231,114610
40735,145062
122997,194185
63315,84922
48365,160036
97821,13365
99655,64518
203503,169701
105648,209674
175991,77703
157485,24379
27682,5436
183744,109436
190325,109436
71124,83061
64527,40858
213000,217929
182084,98931
182084,98931
41135,171479
71836,186309
55534,126632
150124,134554
211135,42610
209393,88040
180445,24350
62623,168378
6518,24122
143106,215586
93829,32622
74025,155297
75415,32066
176044,49791
75415,194332
201937,172719
34955,100872
77565,10858
10795,90631
167117,126998
146861,183478
4441,114465
124856,139025
54631,145714
647,17777
94644,1511
92518,78492
174971,88985
44320,23310
19435,159645
214024,3206
117974,73137
161132,128066
45520,57257
97154,85784
146560,61573
58870,81294
156661,90817
187656,96558
181284,61027
17374,49995
143867,62638
60224,7756
200911,8272
80742,199579
17438,89989
83651,44662
15191,188462
136080,43809
152520,13506
102906,61936
158582,136248
192466,151751
210615,153872
219551,163538
204479,160552
80751,122997
161267,170885
65408,82712
124224,23014
89569,108902
61936,158295
171869,172212
27343,90903
90783,198545
49322,200990
43108,85170
42903,212820
70457,119413
147320,174187
100987,18402
170943,74853
154556,57766
63804,195338
102517,73492
102517,73492
89560,2102
18208,36479
188252,78389
125050,126896
150016,206678
124498,84124
209114,33718
148466,175392
119609,86712
122419,139501
137905,42471
1971,113573
33582,142534
187994,73414
115995,187091
155534,65415
142798,29359
185902,18402
185902,18402
51484,149348
196303,119165
197550,196303
153171,66127
51362,154611
31178,66100
130117,204799
135148,176935
109936,22339
65412,87836
157108,204617
113487,135647
117416,15526
138851,215574
176486,6163
126530,175967
46308,134242
210983,135735
128530,21505
43779,96740
156003,83602
126324,15563
67266,165407
66758,139649
144671,116952
203088,104335
211166,42652
143529,11459
148000,153852
109295,209222
15501,81771
213095,116896
213917,209785
57509,4367
168039,202436
107168,105012
65565,100413
183246,25170
190652,95837
197155,102430
177455,193067
217821,170597
209680,57326
109816,60662
2810,183464
147808,76508
69545,120592
15339,81753
91022,145357
47260,46926
118998,199266
158168,81763
11364,109560
32683,73280
156999,53964
168720,163110
32426,44482
218397,114426
23534,168008
195081,28818
128537,151283
198348,177529
161753,153703
111096,65330
18836,31088
36047,126242
54116,149938
61428,73516
133500,142314
441,101459
215114,164747
156667,156628
142818,199417
142818,199417
96834,163475
184944,152645
111021,130171
91205,13747
108969,1073
162812,100076
73809,210167
127843,109003
26591,148936
135820,101019
90973,116180
196029,2936
12831,215686
16595,40508
217516,172404
67950,90598
164747,215114
89585,198647
92330,218690
117683,212058
4725,41318
8272,200911
109081,163475
88134,205919
141335,76067
195321,200156
88134,177520
124013,76508
177328,54737
4190,70837
44227,48335
210156,200752
34282,201494
139027,124427
14673,63661
182107,41063
70989,180247
36768,177036
187358,46156
37137,64786
95344,207515
176376,111606
65317,8378
88947,174751
2730,85272
145503,32689
4634,194845
205752,72401
5653,3631
90817,156661
200491,90817
164680,21334
189302,68129
172164,95391
90077,208146
67630,62826
52075,25649
194160,117240
23973,203511
172212,117392
105625,199033
171869,172212
193389,202488
76316,189675
154320,64793
74684,86089
117392,3809
31065,40172
196207,139729
138981,173484
172366,133062
34713,217483
84533,98972
103739,74729
185765,25392
184301,132688
123039,164125
163061,148582
105268,83432
37122,185728
105268,83432
201413,83432
108917,173499
184301,79103
137089,22549
70825,196187
173805,135732
123039,164125
99486,15011
34485,192817
95859,85578
79838,104963
56545,140653
179460,185021
68938,180541
146629,177313
88623,60723
143151,27273
197007,59562
216598,117873
216598,78585
199455,119224
169701,147347
208215,167301
26281,168055
120564,163194
156954,203051
156954,203051
50901,36024
209515,161549
142972,89990
20913,197164
133331,212296
114224,205235
32270,111690
114680,181811
111287,213636
183429,22826
209987,13747
115551,73444
68409,51626
34678,135193
126387,74210
118846,62574
148374,83707
177059,214258
119739,631
155569,119413
204265,161549
153255,134221
191596,143488
166670,103703
161549,209515
159765,56441
69213,82431
9000,160036
101643,46671
15295,13860
2683,17910
66441,148254
153868,116565
24666,116275
153342,22151
153028,109343
161206,13745
172969,13745
13745,172969
77959,143020
173973,85399
173973,85399
152227,26766
141291,71124
71124,116952
141291,71124
22881,196809
22881,196809
144527,6848
93829,176022
86924,80845
10240,4367
135620,210468
203438,86081
148434,163912
204257,129898
93610,95720
126952,95720
192384,210748
219242,164778
119836,145438
6628,168688
76502,137204
41271,165151
109019,106890
57760,113036
84220,94014
26309,107845
195573,29764
108100,68408
170597,217821
201161,102455
121354,131337
195954,85213
68401,85213
96834,187370
198414,69577
22224,168421
126884,88787
90403,56037
75405,109449
60211,214778
24187,58488
135737,85365
174227,39892
55338,215476
112940,57575
101306,49448
62826,80772
3206,24085
203817,16746
41556,168129
592,12714
147669,163357
153872,41377
72561,113828
191694,193354
72058,5653
169727,163377
184301,62929
54919,49904
22210,191184
81536,4683
217449,159047
138745,67747
42064,20217
106956,94442
80845,86924
153040,148030
118404,7440
193389,137166
15176,177601
67432,104695
206571,87882
15711,2544
191370,214286
166382,78698
183005,62420
15176,177601
146374,8056
36838,111058
167988,172610
60867,80742
134566,155417
33570,215308
62281,33964
10368,34499
193647,146645
86419,45136
108838,113699
60170,170327
204565,163886
77148,25181
113050,7995
113050,7995
210634,14156
23152,147401
125443,123539
44807,216014
91391,30535
135990,77352
11309,78351
173811,24209
135469,72301
104465,143209
129718,210842
208423,149539
37551,45915
121759,70749
45168,149529
147587,215506
60426,8870
177605,164901
61819,127764
163705,72545
17685,154096
140805,149031
67505,77627
64251,179858
126868,33956
17448,143123
9836,200408
51021,144671
152932,35265
215016,8003
75317,150768
39840,85706
87491,73675
51021,146306
180445,24350
126952,27657
85706,218116
61605,1659
75967,80045
93734,104292
80547,131457
180530,88084
126324,15563
111242,126868
150010,121963
171981,31387
60314,61396
140369,61881
201019,163142
36952,128046
175601,39289
80045,124111
21505,128530
213000,208484
120699,195625
127436,88084
108661,163186
192086,64681
52473,73272
16380,54539
7997,129995
128247,78265
72709,168514
59106,83397
111654,73160
79939,2582
209441,109003
73583,218609
182052,211741
111654,29277
142290,17736
441,101459
10670,116744
164747,142922
148434,123905
78034,2761
6397,204535
109745,202714
43448,176797
190691,25337
211495,6931
20781,12458
48060,134459
8588,108535
175206,11523
99142,68937
106988,58286
151547,12349
164845,171417
175367,216108
75511,112057
40994,21578
125632,143609
125632,143609
116180,90973
175367,150310
190704,159751
142722,79386
8378,65317
55163,57646
29311,78922
29311,110102
217207,216990
107115,172212
172212,207170
89378,47012
40414,187091
192285,30440
114247,191473
1221,27114
136248,175376
205752,72401
213550,204799
172212,21805
209995,208275
10114,22131
112748,11775
123763,177204
189155,74725
57257,2845
162176,135905
87586,81136
81136,87586
142160,112859
156541,156983
58789,137783
162208,35106
11253,59102
123540,145743
93133,119967
93133,119967
29550,146411
36093,38109
95657,216954
200011,204899
22224,91226
217160,133420
47862,184301
44377,135967
140958,167780
58545,208909
40629,73444
174288,30596
29011,202393
39307,204479
195579,219211
148582,163061
211182,20126
88553,146524
7744,149534
30638,193300
58096,55944
80024,202658
54799,172163
125959,147596
172532,205088
84412,40645
145953,2694
2694,145953
67362,215787
164568,117354
4348,62275
197717,69640
20414,215659
172194,48758
94777,140370
164847,122387
95208,162531
56951,69640
69248,181782
87737,144413
128499,127492
2870,192384
187690,145840
147888,177767
207103,130891
140812,103286
172854,55976
93829,32622
36001,246
184842,36001
36001,184842
194876,205970
20867,19090
147572,86406
123630,92913
23591,20915
92348,59135
201077,165139
19785,211327
34177,139817
122588,199603
84810,61375
78872,42450
36952,175813
14329,2019
206020,190584
45114,180641
147201,85058
15811,59066
70209,78752
63129,135987
153411,205323
115141,186326
13725,154585
21030,163144
172212,171869
62275,16700
78585,117873
151240,811
68846,165176
65356,56905
99089,91692
150124,33276
96982,57768
122144,17578
216900,91268
170422,32147
71633,156848
88134,41350
6729,135987
19785,71868
146374,70758
146760,70303
155344,146663
158842,216466
56324,53567
26706,107845
122689,215278
42993,2085
93914,130
198150,21505
22224,168421
23425,176093
160845,3003
93887,148058
73414,168868
25310,18069
142741,27946
109781,119473
94209,107845
327,131067
34302,136801
76608,200151
161295,131067
3769,73414
2102,61396
38971,142704
60426,32689
68401,69437
185644,160610
180951,73436
73414,3769
175672,49744
73414,97639
8049,112966
18933,140339
82916,28732
152991,56686
111744,130429
152268,34612
67147,85641
56049,116896
149991,177694
46308,134242
169346,107777
83649,149343
179646,130104
102273,87977
51726,14371
80845,86924
101951,98276
96235,100373
118954,150078
70349,155293
37535,199934
125179,30507
52116,81022
6518,135697
31225,107777
218939,97027
74579,122144
56138,29335
34302,106631
207388,25541
31880,169512
34114,7981
159825,96999
136401,73272
44434,24303
1492,46156
185681,123817
34969,3491
191186,195573
