src,dst
114737,29335
204783,112792
81756,29008
11437,45978
97550,76245
162606,140805
168461,212983
176605,70482
203828,73695
90866,183870
822,149622
109867,117370
60784,140703
68404,99096
109781,97855
187458,39371
154132,54401
197716,202341
21367,205157
34461,107870
154749,4760
126393,52712
124637,36717
142822,206323
113326,190356
20763,125458
57536,129525
32302,100502
22070,57612
136186,22528
65680,127317
151555,47899
182356,169760
215890,60674
48576,8989
1597,151747
88947,136488
60847,179995
190090,109290
30725,203149
163560,121392
181157,3482
32041,155534
140156,95528
124018,178069
74341,44682
199920,202816
193647,144569
155510,49127
23168,104308
177465,107726
214321,87779
166324,104465
210390,51717
167288,171508
65886,72186
188359,72887
125950,184582
127665,114955
13967,65649
148617,140101
176543,101757
117452,72017
36847,142041
46807,82962
49624,121871
59298,50948
56478,44395
115625,30725
40391,67963
124518,33582
114955,154773
59734,43659
147264,10905
87408,69924
18027,205297
167537,8830
27043,14624
212638,128901
46603,200406
104367,56478
75464,49971
109307,24402
170603,11701
101867,139534
138852,210680
55834,191352
107870,143986
98144,121871
149777,143310
10805,85801
185063,36844
152135,159692
125458,20763
157548,150504
107355,171088
203039,93712
80304,4510
69636,5848
147401,33727
135731,218558
183115,183540
135373,163560
185223,15837
85287,124498
34823,136964
167990,128378
112122,10528
124562,96477
89083,150643
31495,91368
60449,116226
70498,127091
3616,5912
80290,124325
141913,128424
205850,1855
46123,59574
1753,154311
115893,153932
146374,108418
198563,116877
73031,194013
47068,118790
205880,118790
130675,143796
193467,2518
193467,2518
25154,91919
198132,51228
51550,136930
36211,92427
119604,155295
65185,130637
100048,53810
101413,78766
132957,192650
116305,207529
61533,141261
26200,207167
171017,189025
119214,213763
60668,218697
145517,65316
96702,65316
84908,49832
65185,34373
105664,55054
136665,203083
182201,16731
181250,211637
286,105860
61889,16345
172980,187463
101166,112361
24700,2797
76688,71624
210902,203929
1886,35702
26856,78643
129121,82889
87370,59468
11547,104125
130757,194478
205227,88999
16937,145438
213327,161354
170943,147675
178731,199316
13145,184137
69817,170417
58751,113120
73186,40501
192429,164758
184980,202252
61570,147103
109228,66503
128111,205239
10136,101182
73414,150949
155942,21166
204201,154879
107200,190710
170479,192026
166021,8256
97521,161999
100617,20560
109059,14189
89089,51144
65101,197841
211546,20234
13040,21448
49743,70161
16635,34954
128913,125586
48271,15711
61233,173613
43355,57900
205410,107215
40414,156661
213566,134815
174751,129363
115503,158832
202159,181250
161644,89346
24591,126502
127916,97194
74846,127742
41772,16070
140910,207090
213059,218279
92163,68986
167784,148674
185942,174111
145392,178196
203047,44694
161311,170264
167892,169500
88017,205262
134524,54496
33579,144989
151450,90030
186927,23492
75953,150406
101961,140160
107589,43484
202252,131252
97080,115069
81090,30227
193834,5921
150190,85098
10551,5581
59968,80742
213459,189965
198725,27635
171403,213327
83290,201074
54496,134524
205400,121119
204269,56570
74726,140681
96339,196755
124390,25788
43227,206042
128424,14855
122366,191538
8804,71851
47860,166907
36120,215604
194499,106574
108699,50946
196339,217496
170943,147675
127665,114955
199468,114955
166192,143377
14001,166781
127939,180371
86647,97261
141664,134036
191158,107870
30525,130978
26553,176436
158519,96967
182592,36640
66773,83907
185548,119137
89028,112884
161801,95933
97207,53154
136895,181448
91753,18140
202345,52059
98320,94175
196212,61508
209750,4886
87713,179855
87713,169770
186071,28266
92390,6788
21713,67981
187722,39041
170943,123469
12310,78703
51060,60403
187205,10451
174351,92307
218579,162988
152974,31488
81639,155065
124984,79928
81013,7472
123469,143792
41568,181320
31922,144296
72409,66390
159244,196546
185177,12226
110068,164640
23610,5291
144095,9878
62458,63486
144030,38436
29959,198052
210399,165610
84716,192935
126841,128528
62318,100491
145972,32169
215645,120836
43184,84055
178227,137563
96502,180354
108521,91093
114119,157363
42530,103444
73981,139505
37934,15084
26586,182052
174227,2429
17135,48875
13835,97207
204730,201748
47359,219408
59633,195477
10739,120109
44424,11162
17567,75919
169875,80326
126639,167915
178339,34461
34461,91390
69565,96039
69044,202795
62889,95481
67497,40246
15612,38018
153324,24004
112103,54402
86128,74315
177121,55418
161458,100593
125773,6361
34847,57205
107896,218783
173613,61233
88468,96793
47302,120685
124590,32578
49202,58514
119248,176299
81323,200323
58999,149673
91858,168288
8152,127916
163127,19131
190293,205407
117707,82254
61570,140128
107039,167561
19509,17439
115034,35025
196134,118185
31769,46900
70487,129847
79965,37421
212006,184301
120133,132815
54565,97307
124183,107138
17362,40383
48979,183202
20214,105754
184957,163561
120068,3572
58686,157427
149090,167952
190326,162247
112334,37827
151228,151247
40312,78276
169051,102068
57762,142987
126248,182795
28123,17821
153969,123851
42399,61598
98652,138111
69972,5697
27074,93188
60190,110472
37108,187019
136612,181178
166837,60572
126496,85578
111425,115037
136551,190410
107193,49088
143577,208652
45298,73373
88861,111307
62048,198563
181510,41084
60572,172798
172798,60572
208936,175326
22389,83205
29850,69121
39600,15539
162750,118564
176056,180235
139597,51253
47743,33751
29195,144373
69318,185032
150102,2181
10937,65153
210113,30843
126719,106684
133121,86222
137482,203686
13917,30522
161218,183977
41327,46340
147881,107040
105430,57886
5221,208858
188573,43169
203173,182897
145564,170170
158580,49726
84170,13745
186009,33051
88084,179613
124902,179613
49832,154610
183407,94565
175771,1231
115026,90882
107131,139654
188293,162750
190296,40251
95014,184373
16730,120710
212970,108625
163371,126698
1678,145485
118803,58146
174340,168089
8097,51920
138617,123659
34324,64048
117793,43551
162492,218252
96640,124028
144259,82217
35069,74329
53678,62281
191345,51273
97575,100807
218979,36399
8927,157629
101560,188335
160717,41208
72799,42993
97103,105271
217767,79386
116801,167214
52589,41250
61,107379
207811,181822
194463,27184
88381,66831
93505,52299
165052,102541
113326,195153
26395,142987
32842,8370
172289,189555
109742,58590
156363,141295
56067,217038
50518,213004
66029,37551
31243,8550
122777,129552
126437,83096
73358,95155
138062,23123
60068,74778
94459,218641
65192,148908
188671,83428
64080,152365
193798,127263
186182,104258
125474,154424
170031,60266
208272,196427
160393,153980
87814,114808
129121,82889
11380,44084
9497,181944
8900,191295
139370,8713
55374,78231
176510,80586
103035,45687
198167,72818
179712,144035
27043,144845
19378,49345
151357,215742
167883,82534
100617,123218
66279,5122
211637,124984
24678,215094
122521,53867
199637,177466
144095,15885
96838,70699
206172,170121
204791,68841
187849,198384
31724,98844
201092,154424
59202,74474
181772,142757
143963,39227
17661,79383
99472,39178
299,107735
162403,1950
87605,144161
51362,219032
3281,59276
115184,12831
109461,126923
161021,183032
183133,46556
70637,154162
134424,162495
190655,119854
111737,113921
121367,104997
29708,29581
10606,120873
59648,56341
28508,19425
52009,17098
130288,73583
96246,171418
13251,202481
131196,61642
105368,30369
200633,57577
137573,60122
183686,29707
193603,47111
122315,101064
144086,16443
92913,192736
125558,137013
142886,174239
76883,91111
50472,90534
199661,135657
122057,41758
149464,184569
199425,153937
194059,55138
131028,106421
144205,88487
127424,21051
177549,90640
168677,155662
202390,4489
28652,84666
118734,142445
205763,113032
55534,91766
44410,47905
48850,213665
213665,48850
186940,186616
7260,58575
170259,192582
90713,37474
189491,39535
201320,48120
178723,216450
193392,106780
121376,34404
120556,49838
202619,155633
204890,192489
135368,94721
208393,201919
217893,117943
153324,208181
79716,120556
64680,96401
32432,115190
111339,149144
109059,163469
120556,141537
96163,98911
118494,180171
106843,74607
4976,199661
118494,28376
50098,132507
215521,161488
133120,90882
73391,48284
191064,90856
80547,87158
108969,49759
140455,94910
154574,93901
160568,186119
8064,11283
212037,15697
107902,151294
15176,79893
9169,36764
51338,89378
122088,151747
98042,123468
178758,130011
176738,116539
173602,100335
100074,149709
163560,199880
134593,148186
188760,113135
137142,3980
63682,204755
38397,114465
87728,86626
80538,56609
18140,47876
88529,85936
156740,69205
7985,187458
118448,169760
123969,38280
150948,76779
16743,177282
85580,26331
179693,36044
43907,89059
117960,139078
206854,9340
129146,181676
133267,148097
64060,195755
217042,127208
141084,44641
151837,48350
9787,69723
137462,71453
37428,54130
158341,89697
99764,185022
107416,190492
78415,67205
67841,179631
49971,143396
109043,103192
89153,51678
169947,123624
133823,64557
41139,183913
43328,198379
210246,24382
149758,167492
72525,199105
153602,205297
65174,193095
91632,131262
196209,21605
155137,24778
69872,206672
199337,141612
139223,59946
186594,18510
98756,173102
179699,78811
63329,76961
131183,2484
69967,17923
147532,44214
73073,167492
93887,17343
89639,64271
166311,45820
171226,212998
55794,150703
102644,102188
158080,122476
211759,8256
177567,181120
167183,121763
193389,101867
10244,36339
205840,46533
1111,88309
120311,89377
73325,153060
77008,101531
96103,136476
164525,17217
40838,36147
1978,201309
43202,163417
119316,4961
174351,188709
53009,90838
24530,160757
22676,43494
34821,89688
95306,93323
75932,181828
146438,49248
141547,101166
103380,141029
5380,59277
176956,34629
13031,12530
50606,1903
211606,200543
92292,119985
39768,120241
100125,180607
42251,65744
95073,157369
173973,1548
42153,133470
153306,40782
213763,16041
46340,41327
199314,108824
212463,160861
149124,66814
160861,74935
34361,129865
47636,114546
184779,135198
85706,55202
169053,106895
170962,169053
45052,180607
45667,154136
112687,71624
216791,213416
126412,213714
106413,29805
167098,147310
72826,178190
96012,114241
168925,206977
15084,37934
133340,121954
133449,90194
104272,135662
212389,38667
41885,178609
28456,1579
24110,54648
215439,123151
92307,219256
173755,177627
64229,72951
115966,158139
193970,43907
94769,133369
146374,160769
38709,86314
9101,79106
179855,169770
74434,92071
115931,218162
159758,81307
178815,8440
204415,20418
106356,25140
128200,28199
127562,210698
11102,196820
43332,73012
185368,48800
9237,61653
48353,15606
145361,214474
14659,117805
55272,108511
98513,7571
109174,10686
85265,71448
30306,201031
122213,59968
21332,145097
791,199703
178823,178058
60692,24938
171357,60449
189218,67549
189868,110843
38164,113725
31065,150879
7390,1717
25788,81140
33849,5019
159606,68105
31869,42242
136978,172760
168946,188329
174647,61318
180220,54676
187762,206042
120522,16101
122053,198689
166656,121843
1519,180374
136701,163359
82089,59445
15205,58189
207965,24077
69012,136992
135953,9965
108053,23223
5296,27709
91000,4638
100660,64026
94737,40706
148642,192940
24112,117519
158352,100698
74824,104517
213724,134429
111506,216374
110069,173883
65123,60692
129675,129917
167246,205367
40731,80852
126116,136705
160602,104820
34081,96225
92518,179399
179256,27195
12989,79209
20363,74227
183626,171940
56678,142794
113483,94398
64249,95566
72067,17353
136365,219568
157274,91329
216461,69609
157875,107167
68402,99261
143792,58712
215759,155272
4860,55187
210989,97445
23611,154964
28561,21163
193690,183062
63111,165651
39541,4565
24113,51267
51828,50445
118658,3651
57900,43355
31789,37582
127263,36535
157323,133062
157191,161277
73689,161277
162731,89552
51060,34745
187722,16046
175139,62826
193857,206046
158519,157801
94140,92439
138859,218307
45136,123927
183721,166619
217483,97398
103529,50166
99120,177121
41138,214078
216835,57120
216835,178730
58497,81167
90306,51273
111113,14043
141272,203304
23780,213202
191978,188290
165289,122967
49853,149282
212160,190341
204799,111301
108048,8370
138364,197138
97261,132802
67655,175150
166682,39541
136697,156835
78821,5224
64887,83782
203444,92307
200442,33530
178767,74546
27208,84485
58638,53355
120663,175870
109156,142335
42207,185503
71423,178798
2201,125190
125190,2201
90844,125950
137853,131781
140244,27825
50369,140244
178718,214750
52481,178651
181624,23052
23052,59749
16875,42891
15176,163633
110163,56802
158832,5158
156158,96502
203230,165289
204705,42197
46156,23611
138148,44833
203463,62292
33085,204253
158725,123151
120232,143232
4065,205025
50754,210033
142362,204891
53374,87052
72443,176864
16176,118233
38788,23921
7674,38788
165819,54213
64375,23973
78031,195319
211326,152562
211326,152562
117059,83940
191588,109585
161644,89346
25481,164640
50356,175681
14709,144095
45456,54811
161608,86552
213824,63584
119248,202306
80886,39664
128528,22039
156835,108418
7599,515
162359,122331
89552,177929
193107,9395
49541,172094
117873,26139
161995,185324
199889,116371
105473,58855
152089,111351
70825,147308
55109,189568
24853,107689
111295,60572
196713,64518
200813,105948
76215,93784
203609,93495
76344,152223
211273,192901
78979,26847
182608,211241
177406,15998
121056,6951
134866,179085
213083,40041
34407,21862
186671,75900
32984,175006
40275,81785
107200,163441
171593,102068
149988,70243
198626,59827
187960,21725
58855,172284
163615,159122
138628,63617
68808,131247
9175,15688
211114,159422
187070,182951
187019,77079
322,76688
159159,114547
153781,92699
22009,153261
142780,202194
127605,123463
41472,50736
17588,169024
101921,109168
93744,214745
8955,40251
161316,115026
60180,29114
11653,25711
88433,120184
58421,104353
74534,39169
1162,158107
199534,88084
57839,44088
69765,36211
36211,24945
88084,166283
6116,133001
210505,216856
190298,208578
9169,109224
95205,198335
182604,16046
215864,35880
35880,77157
66754,101624
132444,12383
133197,156997
76460,20760
123907,209892
46900,141946
145422,140792
129281,15101
77544,56492
202395,201707
12895,200212
56667,202759
37934,208021
2569,153376
157363,166324
66179,27448
79928,181658
213991,31265
23973,10528
162878,12331
62219,142757
41958,91396
10035,96329
31848,149571
79435,172212
38366,524
151362,3631
173519,29335
146348,77392
77545,98776
205642,159204
53834,204664
124224,73695
102551,191338
41687,67206
8595,159304
86425,41556
126791,103161
91041,101767
39541,138250
181461,39541
41350,5828
126502,155137
176331,153932
45967,33321
71465,157290
126528,141079
173533,108113
145222,187993
34747,150273
203427,88174
156833,130873
149983,49092
15805,38765
30180,119161
151175,54530
166656,15609
195087,169760
65756,128786
182812,202689
181310,193012
59949,164570
138249,204504
192520,17310
33296,211949
60449,171357
124451,176511
114375,74778
39636,206499
27340,150473
148923,50775
136743,120484
139505,69310
51678,146162
1339,55747
171508,216456
120508,35728
73925,27793
141913,128424
159484,202689
19489,196427
3452,21051
88334,158555
187853,128501
121928,109031
206883,68049
145248,195243
53213,177819
203010,25460
56911,73358
104997,121367
160647,19216
53306,67555
26567,68965
80284,33557
49219,195975
118204,51228
2670,141131
125810,47873
65660,16532
130671,100001
136698,149985
204449,65037
205425,198320
137800,112563
112563,198320
101325,194205
144205,130520
104912,196092
126036,183686
147019,23582
115664,129591
142445,205763
58987,47274
217482,191105
33943,109637
192377,162403
211495,159303
90278,92867
92985,141077
216159,217516
206799,170206
85728,165651
73391,170470
198487,139710
145812,94721
91964,142115
163020,190690
66831,113277
145669,191064
32432,52099
94721,16403
84894,106404
120556,17322
181960,125005
25319,7350
142182,10567
1228,213567
88317,177477
10445,216886
118159,1779
190031,26660
102751,194149
82672,90598
94916,67071
175453,171941
172085,35688
44008,51959
161143,165472
73054,135117
86411,62955
127076,219070
142160,67179
197560,191591
76532,218962
127464,89530
115531,72214
193647,146645
25975,126714
25975,126714
134297,73615
40986,171715
58960,126329
2349,8096
136801,61358
166964,68181
177593,93160
97550,3825
98296,167386
39816,150082
218964,203802
89482,202974
151586,39139
203149,30725
157489,90209
88292,1195
135986,81556
122006,16952
184710,147401
167593,61933
177286,173605
117999,182828
72134,9130
157221,54466
145103,109781
61056,106089
111900,2434
43907,89059
10999,171715
30139,203663
26586,159972
128768,159391
113189,122722
53193,37342
163021,154118
49632,179612
210390,42714
212983,126676
95217,179699
14353,171215
142041,55030
100057,69189
120360,75961
197155,87574
125950,11186
139688,131745
119158,66334
189081,184734
201494,158613
14666,149528
67360,189629
75125,207862
146854,35293
63129,46603
40246,651
214913,196220
157363,166324
186360,44237
198697,131438
195153,52927
74404,151950
210156,148601
126215,203444
204783,112792
162000,62322
117240,55930
20463,114042
10497,24672
213731,142565
80586,95627
214457,170943
116495,64506
11031,63523
216101,114739
41085,127633
160674,175109
105144,167966
90339,147416
136899,51808
49847,208391
111881,49064
123581,129460
9835,16486
14096,85013
25369,205462
151219,102959
148592,107623
77345,65198
110103,205908
157968,144474
180969,50343
184981,74565
184792,45096
31789,171991
63739,36339
38448,55767
11857,23123
128890,134182
116782,155700
68845,214624
142565,60631
192581,129440
136964,191709
188252,113800
197181,125977
148186,35683
47015,73874
205362,21840
50154,115625
124325,45096
166964,28633
138062,9368
196877,189664
2790,198720
6461,55012
114220,182172
211884,121655
100513,118493
34546,126172
141942,151693
156171,124687
110881,13948
58954,125067
190865,56451
95839,65316
47390,87189
183617,44874
183617,50749
74451,32302
208627,195598
54951,53958
113014,116563
65316,66140
20760,74935
160861,85706
49726,213527
109402,173502
43483,104643
99907,104643
104643,43483
169501,81121
10036,25154
94038,105939
61013,145541
180504,199934
81615,77299
188629,219219
123907,209892
186125,20516
210547,9122
205106,177694
104019,216938
55675,164670
118790,138771
180530,22876
182432,108012
126423,151556
194002,56097
106895,169053
62859,87977
114685,25727
124331,49791
69627,123624
126005,102691
39457,117059
168372,162730
130011,57314
117196,29258
34213,69758
55006,61889
66764,69952
170943,183945
215247,193690
124189,203439
86258,113384
128687,108551
15612,193125
161286,106570
183626,150943
26986,121453
4112,21166
42895,171557
16962,123887
192718,59375
209104,122834
114559,180787
99543,30424
120157,183112
178609,41885
35075,189831
155140,118790
93630,157821
201756,23882
104135,5620
87443,208035
8113,40971
36481,41519
32366,167237
169563,171880
180350,59388
52579,211426
52281,149480
104379,100579
17531,73567
219256,119315
118101,9340
152480,101843
37475,194964
75123,23860
831,219242
154788,76647
108525,177212
113326,6995
20418,120029
161464,68120
84881,95374
208854,61304
142443,119264
41178,215500
128229,68596
128229,68596
34575,36046
87847,71951
87847,71951
40166,25666
194724,73655
72208,64229
108885,145438
59968,122213
11716,143532
185283,91017
160724,17385
186418,52972
146762,200982
182532,151546
118482,43479
29726,145338
52866,49118
27575,45426
128754,93060
48353,15606
141560,68401
40367,59779
32890,173550
102541,158459
22174,140467
192187,57482
150555,169892
130372,210763
37718,60435
150195,37303
162418,76560
213636,130116
15606,10627
84085,57752
32153,19924
77524,79067
60692,208273
202533,149926
184047,216954
165815,9490
178972,210589
155137,24778
13773,40802
140142,182924
31065,45562
51647,205850
112266,65168
166451,184373
11424,190531
67841,71517
11042,208223
163775,25563
19576,53367
123969,46904
204799,144000
5116,72017
98250,97591
157483,206681
186310,154021
36690,50049
197726,62429
110519,9798
29109,45673
6879,40986
216480,71966
52360,31848
80762,155419
129493,32658
7593,165405
153427,181915
59194,174214
69044,129393
39541,105081
174438,20049
115499,60403
102640,10970
44123,24186
94880,14118
40537,149384
162317,172366
49306,151357
212975,209796
179625,53374
147024,99146
199681,25806
23298,112700
140314,74778
115730,103347
52457,134488
206773,155942
54349,112628
32689,61131
68411,145812
186959,76967
53367,140999
175673,198122
191445,20763
37681,182620
95130,110870
139421,166862
141532,121498
1171,84499
168053,10243
27403,109827
96862,64158
24039,61419
169027,25308
115541,21706
169280,205407
57293,167235
18920,162022
97605,196451
83782,174039
118983,67714
143982,149239
144095,181658
27611,154424
90323,70989
10393,208426
198210,31922
197869,198210
18785,106237
11784,38794
136479,17722
2216,74824
23780,104743
76627,151834
49225,161767
64786,86657
99021,115541
14539,122241
139386,137898
115962,172174
117874,202974
2613,1483
171088,121963
210156,186086
182322,148958
200916,166449
164917,129696
217835,147194
122304,29797
47090,216922
208582,50061
91328,211884
94353,21415
49276,131262
216867,27857
117583,124570
21923,138250
180685,3412
176958,184490
25886,98176
29738,78795
199666,183625
39541,154670
216254,211710
211176,1502
76062,100566
120458,46502
18891,68981
34471,25286
123334,11494
120194,107778
169273,56478
149126,16176
80765,128290
200000,61734
141425,28454
29682,35649
2390,214264
219500,173653
187253,1268
112461,93238
160459,179675
157292,61124
200191,185177
151729,208791
33413,208652
123571,122738
9002,68753
113036,105347
178984,6748
121875,71119
44292,112363
209631,201549
197069,113445
132971,149973
175813,93421
214563,107192
113783,127427
149032,156912
140011,84431
166386,131915
178421,186671
69666,79445
92553,207738
51958,182922
120309,122083
70858,163255
25388,61407
156187,111200
136561,49605
176425,75099
140572,26620
21222,155707
58855,204416
60255,61244
46008,186262
49276,200148
99661,114513
212047,191976
89708,122288
98937,143263
217975,97213
168372,86180
125714,43295
116565,155534
194283,141499
7358,123463
184085,45266
179239,210902
36201,99810
2181,203386
138859,26843
70832,94461
55091,195303
152325,135189
175771,147199
173600,16046
54553,124601
144204,194964
90323,117351
121964,84272
81332,167042
68547,2518
175771,147199
147508,78728
119214,177227
170545,196541
202427,35675
183032,61003
87392,214521
79302,218473
183945,112415
27570,140822
10939,8951
122221,8388
124141,198826
115026,155958
152415,174187
134713,22890
78070,6669
131262,38836
165780,144697
44123,87484
204253,49255
9878,144095
31,180352
18879,91520
38266,158670
174111,101867
40762,121688
171858,218153
121229,139849
95961,133611
197869,40674
196877,194068
47089,37667
219577,169673
150595,109520
123439,165488
174412,36162
112723,193160
155165,120955
181714,182048
136024,90396
75040,146561
124002,125837
217466,123937
53047,8951
120511,1126
164595,165986
62287,6383
132367,143671
789,107417
69104,46153
104144,206982
98678,186641
2833,127121
162424,181250
33085,94540
25300,172010
20735,92518
19990,196655
120339,17242
114535,139213
23302,27281
175409,169986
183833,32269
196133,140027
6419,107346
217050,126030
195010,199650
12470,179530
85291,73715
49044,25117
199316,178731
199316,178731
16050,48629
169856,173899
161021,183032
193727,113142
144739,101597
157048,113142
183032,8597
207395,13981
56632,119166
105996,7565
21051,39509
65770,31088
61642,131196
185792,172302
38453,144187
175348,12780
119439,21325
146211,214931
124636,45935
50188,112379
74435,138408
56817,198010
114704,23733
10668,131884
84754,122995
182791,130574
101301,101915
62576,54473
121287,189867
38585,41764
203296,78265
108067,179375
154274,161830
173179,86113
78863,153917
37475,136933
160026,66869
115610,139103
129554,106780
17957,186057
217182,183847
181871,100007
102312,159326
78023,78265
151441,128511
51982,3065
213636,130116
123161,115190
32432,204904
50012,82555
72156,182158
2162,178172
101019,79424
90470,21925
141770,57288
176575,104072
38912,84947
188950,115585
7803,37733
174971,207917
68009,39347
109604,23853
127076,20273
125095,110705
26729,76406
133279,157383
21706,155329
102823,197810
154876,41357
3272,102145
99888,140548
70076,82794
189136,96103
70702,100373
29693,46603
53128,201642
46638,45096
16770,140837
105005,142355
183737,94068
121453,134593
34935,93862
216803,123364
155333,138462
16952,37548
17217,66728
45096,156826
22183,119524
33028,65680
46156,212240
93160,131797
35633,68082
219047,213022
40986,171715
38448,184792
80281,45174
44783,186475
167593,178767
139533,135358
28105,37751
186420,183870
158341,89697
162680,24923
7748,49174
87574,149543
111301,36416
64202,115475
10497,139751
218681,41193
123484,178702
131999,201207
129552,83683
19556,101729
161988,73277
166295,202776
74304,115625
195857,134971
88237,99332
178896,123704
119200,139575
139055,217963
148848,83103
198384,115638
67205,54449
11597,136029
11201,60867
103192,147808
20735,144294
74736,79263
132088,31092
101079,142419
109826,173519
98042,18785
184293,148481
174313,190227
121073,61305
202524,163062
181980,160436
212760,208558
206034,115612
169697,126480
13360,4900
196666,1213
6383,169999
187929,193647
114407,38785
169251,184793
152785,131477
70155,153268
139846,187276
48374,173388
11707,185395
107563,144252
90387,121453
136543,128890
150669,196133
80921,218536
94860,201447
167330,37428
61,131495
1331,88901
88151,6154
82799,150041
95961,133611
13240,24382
8691,97194
211358,91119
74899,103760
23633,178674
136186,123981
31574,183875
107870,69646
153391,60068
4224,100544
46665,161373
32858,154773
76186,100543
8256,56733
56733,8256
126419,60911
42280,101470
180530,52525
65316,48859
198563,116877
215945,63353
21110,204813
173864,179768
73894,165347
29175,50622
32302,211996
104715,219093
39768,120241
69967,114559
48286,91184
58790,56733
205061,93734
58747,3716
135170,195078
219219,188629
155534,173127
26609,173127
135198,51273
192696,8016
26832,48350
125550,213917
212907,68056
41863,113865
208934,197863
32498,6818
139355,190560
80560,130935
159983,148434
48350,26832
77765,89456
217349,67639
150190,150685
136451,7109
200042,128436
101562,31922
54130,37428
79104,73148
196820,57062
204102,106858
57125,64865
38502,110962
50109,169316
23261,11784
202795,208390
162910,100748
50445,213962
68113,186100
54810,200767
20352,31583
134050,59453
196898,110917
72123,152418
159039,71539
126502,24591
111177,26989
46453,182205
96246,171418
72898,32670
39101,176597
63636,44437
28044,160219
139141,164562
76647,49683
88365,163255
67026,109063
106452,46757
106031,81901
211949,202395
42048,108254
96267,78978
162189,91085
1209,195767
204664,53834
60068,74778
31574,166352
13790,45316
11921,211637
113041,5977
165667,139862
205972,213504
177282,73690
197965,49341
68282,113733
103552,173550
26951,120608
83709,42526
45399,78563
159449,126530
110136,153369
137492,152302
55006,11701
101475,147323
96796,29614
13898,6788
85090,138976
203084,68401
30494,171983
158988,111445
54308,151515
204082,70780
137492,12537
48601,59968
185334,78115
156176,59576
80635,45634
28271,91057
109528,212800
201584,212800
82747,86816
191592,55335
150520,92600
36426,135796
42048,170976
58136,25117
67992,26848
67992,26848
33727,72424
115770,182532
41,116226
14406,74451
168376,12929
105136,3018
121649,39219
139055,77537
139055,77537
144708,189868
155942,179712
68401,141560
68401,208034
160026,9916
135953,118031
92412,208544
29087,164758
179096,172223
182578,126884
62762,219346
111406,155534
191821,113295
191821,30182
79440,130569
189155,85494
178986,48395
60224,26159
196770,25528
191834,159640
186593,217853
184471,30729
187762,43227
204230,165096
135051,152778
112435,144989
21051,126654
217349,168688
100243,168558
14855,128424
25558,44021
143771,175625
184544,174441
78057,111930
54345,25286
132746,192724
159039,132232
15176,163633
117203,17765
173395,136643
131790,79094
64336,54480
64,211289
161860,195072
124001,44440
35268,36866
51267,63657
185209,171356
163289,111676
89529,75761
166369,6976
51060,135060
206046,160664
213316,12369
175123,103937
126791,103161
116581,78500
14095,84333
205025,82787
3811,20763
44255,21805
56837,98857
146904,105097
157210,134171
123657,173653
88205,69166
149821,88359
187051,177929
140104,210381
193726,40571
48994,10261
155534,46348
166046,135967
43184,136801
173555,5513
78691,190293
62072,20514
142597,36404
55690,171356
146550,205073
39541,28715
120458,179214
70294,81176
136964,4707
154031,90002
32777,4921
154555,133060
72390,18399
129836,144780
30649,187091
61044,2797
174423,121926
128290,165632
33085,192800
179855,64827
55528,170082
155723,177247
140227,78511
101804,104272
152726,105862
53616,217709
61472,138095
76313,72812
208314,119465
40986,52360
163354,172766
145858,1101
143835,20798
217006,128515
47517,114376
43894,117370
151287,208501
174214,162773
128080,70703
193095,216717
202795,112644
72017,204097
157222,105441
70629,164640
201055,31922
162189,142507
108141,178605
117707,147083
208275,93743
116853,77021
12310,122169
88924,169697
1171,152518
75154,218279
42239,49602
21805,14934
39541,18244
193001,105895
108418,188734
20767,163804
92816,36659
174830,20650
145953,69640
6637,54876
78041,76142
217609,128174
18248,29905
450,33041
103789,55244
41777,25744
40629,146898
37024,71765
27440,152869
51550,209245
169604,128339
178081,22826
22009,95237
187463,170146
117873,15998
84833,97389
34165,1268
171413,193514
64539,67841
130811,15998
108899,175398
160406,28383
201641,22280
35584,198955
121396,5210
61010,12758
17918,37013
215432,109939
37656,114275
193107,59211
112040,198972
86137,122057
106414,212210
202721,173183
39250,48365
67463,90146
20078,94070
208035,22696
178267,204298
53319,2443
142009,36997
205457,21210
10363,169038
102839,193860
6496,36319
217798,2019
39618,141059
117838,143222
76215,110107
219638,57767
149971,68278
150611,77355
202540,23816
44075,153969
180598,130824
101470,211724
17618,164463
22473,76503
102493,34266
174458,168488
41955,209977
48439,212800
159159,104012
141499,194283
137067,26499
118689,19597
167091,1092
128501,66235
176682,32578
73381,194964
121185,75223
137482,213239
69985,175854
196085,120978
194251,190560
34015,100403
131262,40537
155996,218537
136719,42824
161497,144133
113730,17693
7555,72156
113643,56000
100923,16816
172526,32637
91675,196540
40552,25154
38,51228
73955,24122
115219,107694
178380,35259
94565,184310
217781,133001
166417,170592
125203,107027
212907,139202
37389,166080
217275,203929
208449,45662
21419,24122
6116,133001
45065,50034
83833,149424
210950,159864
197841,106003
101145,134230
6429,40742
19153,58945
136322,189338
115796,102280
23272,4505
119179,141272
60266,216005
143574,24922
21694,6539
97194,170490
152615,135939
61266,161924
88173,155573
186896,120771
79264,207286
113850,98832
167094,103161
51660,113081
179118,130855
169760,17326
212407,136611
10590,128583
83,56508
13773,59546
49295,129281
49341,164604
23058,117581
135361,130370
63511,198155
217627,213550
146630,131127
88240,11547
180641,122327
216750,65561
196930,65561
67677,162561
65986,30410
149996,93886
51608,188724
97305,29304
171542,155949
